"id","from","to","date","distance","countryside","device","suburban","age"
"2150","Szolnok","Budapest","2015-01-24T12:00:00","107","budapest","ios","false","27"
"2151","Szolnok","Budapest","2015-01-24T16:00:00","107","budapest","ios","false","36"
"2152","Szolnok","Budapest","2015-01-24T20:00:00","107","budapest","ios","false","19"
"2153","Szolnok","Debrecen","2015-01-24T21:00:00","151","countryside","ios","false","24"
"2154","Szolnok","Gyula","2015-01-24T17:00:00","129","countryside","ios","false","31"
"2155","Szolnok","Karcag","2015-01-24T06:00:00","72","countryside","ios","false","31"
"2156","Szolnok","Budapest","2015-01-24T22:00:00","102","budapest","ios","false","20"
"2157","Szolnok","Budapest","2015-01-24T09:00:00","95","budapest","ios","false","21"
"2158","Szolnok","Budapest","2015-01-24T11:00:00","95","budapest","ios","false","19"
"2159","Szolnok","Nyíregyháza","2015-01-24T18:00:00","179","countryside","android","false","24"
"2160","Szolnok","Budapest","2015-01-24T11:00:00","105","budapest","ios","false","19"
"2161","Szolnok","Budapest","2015-01-24T12:00:00","105","budapest","ios","false","36"
"2162","Szolnok","Budapest","2015-01-24T18:00:00","105","budapest","ios","false","38"
"2163","Szolnok","Budapest","2015-01-24T21:00:00","105","budapest","ios","false","27"
"2164","Szolnok","Budapest","2015-01-24T23:00:00","105","budapest","ios","false","34"
"2165","Szolnok","Szajol","2015-01-24T23:00:00","16","countryside","ios","true","23"
"2166","Szolnok","Szeged","2015-01-24T05:00:00","125","countryside","android","false","38"
"2167","Szolnok","Szeged","2015-01-24T06:00:00","125","countryside","ios","false","18"
"2168","Szolnok","Szeged","2015-01-24T09:00:00","125","countryside","ios","false","31"
"2169","Szolnok","Tiszakécske","2015-01-24T11:00:00","36","countryside","android","true","38"
"2170","Szombathely","Budapest","2015-01-24T13:00:00","227","budapest","ios","false","24"
"2171","Szombathely","Budapest","2015-01-24T01:00:00","227","budapest","ios","false","30"
"2172","Szombathely","Budapest","2015-01-24T15:00:00","227","budapest","ios","false","32"
"2173","Szombathely","Budapest","2015-01-24T16:00:00","227","budapest","android","false","29"
"2174","Szombathely","Budapest","2015-01-24T22:00:00","227","budapest","ios","false","31"
"2175","Szombathely","Bük","2015-01-24T12:00:00","24","countryside","ios","true","33"
"2176","Szombathely","Celldömölk","2015-01-24T16:00:00","48","countryside","ios","true","27"
"2177","Szombathely","Csákánydoroszló","2015-01-24T16:00:00","42","countryside","android","true","18"
"2178","Szombathely","Körmend","2015-01-24T09:00:00","34","countryside","ios","true","22"
"2179","Szombathely","Kőszeg","2015-01-24T08:00:00","17","countryside","ios","true","26"
"2180","Szombathely","Kőszeg","2015-01-24T12:00:00","17","countryside","ios","true","37"
"2181","Szombathely","Som","2015-01-24T00:00:00","237","countryside","ios","false","25"
"2182","Szombathely","Répcelak","2015-01-24T18:00:00","38","countryside","ios","true","35"
"2183","Szombathely","Répcelak","2015-01-24T21:00:00","38","countryside","ios","true","21"
"2184","Szombathely","Sárvár","2015-01-24T14:00:00","25","countryside","ios","true","35"
"2185","Szombathely","Sárvár","2015-01-24T15:00:00","25","countryside","ios","true","20"
"2186","Szombathely","Sárvár","2015-01-24T17:00:00","25","countryside","ios","true","35"
"2187","Szombathely","Sopron","2015-01-24T12:00:00","72","countryside","ios","false","28"
"2188","Szombathely","Székesfehérvár","2015-01-24T15:00:00","157","countryside","ios","false","32"
"2189","Szombathely","Szentgotthárd","2015-01-24T10:00:00","112","countryside","ios","false","22"
"2190","Szombathely","Veszprém","2015-01-24T13:00:00","113","countryside","android","false","26"
"2191","Sződliget","Budapest","2015-01-24T14:00:00","34","budapest","ios","true","19"
"2192","Sződliget","Göd","2015-01-24T09:00:00","5","countryside","android","true","20"
"2193","Sződliget","Vác","2015-01-24T11:00:00","8","countryside","android","true","22"
"2194","Sülysáp","Budapest","2015-01-24T08:00:00","43","budapest","ios","true","22"
"2195","Komárom","Győr","2015-01-24T00:00:00","48","countryside","ios","true","37"
"2196","Komárom","Győr","2015-01-24T21:00:00","46","countryside","ios","true","28"
"2197","Komárom","Tatabánya","2015-01-24T17:00:00","39","countryside","ios","true","25"
"2198","Taksony","Budapest","2015-01-24T08:00:00","13","budapest","ios","true","34"
"2199","Taktaharkány","Szerencs","2015-01-24T04:00:00","12","countryside","ios","true","33"
"2200","Taktaharkány","Szerencs","2015-01-24T17:00:00","12","countryside","ios","true","28"
"2201","Taktaharkány","Szerencs","2015-01-24T18:00:00","12","countryside","ios","true","30"
"2202","Tápiógyörgye","Budapest","2015-01-24T12:00:00","99","budapest","ios","false","18"
"2203","Tápiószecső","Budapest","2015-01-24T05:00:00","48","budapest","ios","true","21"
"2204","Tápiószele","Farmos","2015-01-24T15:00:00","8","countryside","ios","true","26"
"2205","Tapolca","Budapest","2015-01-24T08:00:00","167","budapest","ios","false","31"
"2206","Tapolca","Zalaegerszeg","2015-01-24T09:00:00","71","countryside","ios","false","29"
"2207","Tárnok","Budapest","2015-01-24T09:00:00","29","budapest","ios","true","34"
"2208","Tárnok","Budapest","2015-01-24T10:00:00","29","budapest","android","true","37"
"2209","Tárnok","Budapest","2015-01-24T13:00:00","29","budapest","ios","true","25"
"2210","Tárnok","Budapest","2015-01-24T16:00:00","29","budapest","ios","true","23"
"2211","Tárnok","Budapest","2015-01-24T12:00:00","29","budapest","ios","true","33"
"2212","Tárnok","Budapest","2015-01-24T14:00:00","29","budapest","ios","true","32"
"2213","Tárnok","Budapest","2015-01-24T17:00:00","29","budapest","android","true","36"
"2214","Tárnok","Budapest","2015-01-24T18:00:00","29","budapest","ios","true","21"
"2215","Tárnok","Érd","2015-01-24T19:00:00","5","countryside","ios","true","35"
"2216","Tárnok","Budapest","2015-01-24T08:00:00","26","budapest","ios","true","35"
"2217","Tárnok","Budapest","2015-01-24T10:00:00","26","budapest","android","true","29"
"2218","Tárnok","Budapest","2015-01-24T12:00:00","26","budapest","ios","true","33"
"2219","Tárnok","Budapest","2015-01-24T17:00:00","26","budapest","android","true","26"
"2220","Tárnok","Budapest","2015-01-24T18:00:00","26","budapest","ios","true","30"
"2221","Tárnok","Budapest","2015-01-24T23:00:00","26","budapest","ios","true","26"
"2222","Tata","Budapest","2015-01-24T11:00:00","72","budapest","android","false","28"
"2223","Tata","Budapest","2015-01-24T10:00:00","69","budapest","ios","false","22"
"2224","Tata","Gyula","2015-01-24T11:00:00","303","countryside","ios","false","31"
"2225","Tata","Budapest","2015-01-24T09:00:00","69","budapest","ios","false","32"
"2226","Tata","Budapest","2015-01-24T10:00:00","69","budapest","ios","false","19"
"2227","Tata","Budapest","2015-01-24T21:00:00","69","budapest","ios","false","38"
"2228","Tata","Szeged","2015-01-24T11:00:00","234","countryside","ios","false","24"
"2229","Tatabánya","Budapest","2015-01-24T14:00:00","64","budapest","ios","false","24"
"2230","Tatabánya","Budapest","2015-01-24T09:00:00","68","budapest","ios","false","31"
"2231","Tatabánya","Budapest","2015-01-24T17:00:00","64","budapest","ios","false","31"
"2232","Tatabánya","Budapest","2015-01-24T13:00:00","68","budapest","ios","false","20"
"2233","Tatabánya","Budapest","2015-01-24T11:00:00","67","budapest","ios","false","20"
"2234","Tatabánya","Budapest","2015-01-24T19:00:00","67","budapest","ios","false","37"
"2235","Tatabánya","Győr","2015-01-24T14:00:00","67","countryside","ios","false","21"
"2236","Tatabánya","Győr","2015-01-24T15:00:00","67","countryside","ios","false","36"
"2237","Tatabánya","Budapest","2015-01-24T06:00:00","61","budapest","android","false","27"
"2238","Tatabánya","Budapest","2015-01-24T09:00:00","61","budapest","ios","false","24"
"2239","Tatabánya","Budapest","2015-01-24T11:00:00","61","budapest","ios","false","29"
"2240","Tatabánya","Budapest","2015-01-24T15:00:00","61","budapest","ios","false","26"
"2241","Tatabánya","Budapest","2015-01-24T10:00:00","68","budapest","ios","false","18"
"2242","Tatabánya","Sopron","2015-01-24T14:00:00","154","countryside","ios","false","37"
"2243","Tatabánya","Szombathely","2015-01-24T22:00:00","169","countryside","ios","false","24"
"2244","Tatabánya","Tata","2015-01-24T16:00:00","13","countryside","ios","true","32"
"2245","Tatabánya","Tata","2015-01-24T17:00:00","13","countryside","android","true","31"
"2246","Tatabánya","Tata","2015-01-24T18:00:00","13","countryside","ios","true","25"
"2247","Téglás","Debrecen","2015-01-24T16:00:00","29","countryside","android","true","33"
"2248","Diósd","Budaörs","2015-01-24T21:00:00","13","countryside","ios","true","22"
"2249","Diósd","Tárnok","2015-01-24T20:00:00","11","countryside","ios","true","33"
"2250","Diósd","Tárnok","2015-01-24T22:00:00","11","countryside","ios","true","30"
"2251","Tiszabezdéd","Záhony","2015-01-24T12:00:00","6","countryside","ios","true","34"
"2252","Csobaj","Nyíregyháza","2015-01-24T12:00:00","38","countryside","ios","true","27"
"2253","Tiszaújváros","Mezőkövesd","2015-01-24T16:00:00","47","countryside","ios","true","29"
"2254","Tiszaújváros","Mezőkövesd","2015-01-24T17:00:00","47","countryside","ios","true","20"
"2255","Tokaj","Budapest","2015-01-24T11:00:00","235","budapest","ios","false","32"
"2256","Tokaj","Miskolc","2015-01-24T02:00:00","54","countryside","ios","false","22"
"2257","Tolna","Szekszárd","2015-01-24T07:00:00","7","countryside","ios","true","31"
"2258","Tolna","Szekszárd","2015-01-24T08:00:00","7","countryside","ios","true","38"
"2259","Tolnanémedi","Som","2015-01-24T16:00:00","117","countryside","ios","false","29"
"2260","Tornanádaska","Bükkszentkereszt","2015-01-24T12:00:00","77","countryside","ios","false","25"
"2261","Törökbálint","Bicske","2015-01-24T10:00:00","26","countryside","ios","true","34"
"2262","Törökszentmiklós","Budapest","2015-01-24T07:00:00","136","budapest","android","false","25"
"2263","Törökszentmiklós","Budapest","2015-01-24T07:00:00","135","budapest","ios","false","23"
"2264","Tura","Budapest","2015-01-24T10:00:00","53","budapest","ios","false","24"
"2265","Újfehértó","Ajak","2015-01-24T14:00:00","58","countryside","ios","false","25"
"2266","Újfehértó","Debrecen","2015-01-24T08:00:00","40","countryside","ios","true","24"
"2267","Újfehértó","Demecser","2015-01-24T14:00:00","46","countryside","ios","true","37"
"2268","Újfehértó","Nyíregyháza","2015-01-24T19:00:00","22","countryside","ios","true","34"
"2269","Üröm","Dunakeszi","2015-01-24T11:00:00","6","countryside","ios","true","34"
"2270","Újszász","Szolnok","2015-01-24T19:00:00","12","countryside","ios","true","27"
"2271","Újszász","Tápiószele","2015-01-24T20:00:00","23","countryside","android","true","19"
"2272","Üllő","Budapest","2015-01-24T10:00:00","21","budapest","ios","true","31"
"2273","Üllő","Budapest","2015-01-24T13:00:00","21","budapest","ios","true","19"
"2274","Üllő","Budapest","2015-01-24T18:00:00","21","budapest","ios","true","33"
"2275","Üllő","Budapest","2015-01-24T19:00:00","21","budapest","ios","true","30"
"2276","Üllő","Budapest","2015-01-24T20:00:00","21","budapest","android","true","26"
"2277","Üllő","Budapest","2015-01-24T06:00:00","31","budapest","ios","true","30"
"2278","Üllő","Budapest","2015-01-24T10:00:00","31","budapest","android","true","23"
"2279","Üllő","Budapest","2015-01-24T10:00:00","30","budapest","ios","true","28"
"2280","Üllő","Budapest","2015-01-24T16:00:00","30","budapest","ios","true","25"
"2281","Vác","Göd","2015-01-24T17:00:00","14","countryside","ios","true","38"
"2282","Vác","Berkenye","2015-01-24T12:00:00","17","countryside","ios","true","28"
"2283","Vác","Budapest","2015-01-24T20:00:00","44","budapest","ios","true","27"
"2284","Vác","Budapest","2015-01-24T13:00:00","42","budapest","ios","true","27"
"2285","Vác","Budapest","2015-01-24T17:00:00","42","budapest","android","true","30"
"2286","Vác","Budapest","2015-01-24T13:00:00","42","budapest","ios","true","38"
"2287","Vác","Budapest","2015-01-24T04:00:00","44","budapest","ios","true","35"
"2288","Vác","Budapest","2015-01-24T05:00:00","44","budapest","ios","true","35"
"2289","Vác","Diósjenő","2015-01-24T13:00:00","24","countryside","ios","true","26"
"2290","Vác","Diósjenő","2015-01-24T17:00:00","24","countryside","ios","true","29"
"2291","Vác","Göd","2015-01-24T21:00:00","11","countryside","ios","true","24"
"2292","Vác","Kismaros","2015-01-24T15:00:00","11","countryside","ios","true","25"
"2293","Vác","Vác","2015-01-24T20:00:00","0","countryside","ios","true","20"
"2294","Vác","Budapest","2015-01-24T07:00:00","42","budapest","ios","true","19"
"2295","Vác","Budapest","2015-01-24T08:00:00","42","budapest","android","true","36"
"2296","Vác","Budapest","2015-01-24T09:00:00","42","budapest","ios","true","19"
"2297","Vác","Budapest","2015-01-24T10:00:00","42","budapest","ios","true","19"
"2298","Vác","Budapest","2015-01-24T17:00:00","42","budapest","ios","true","23"
"2299","Vác","Budapest","2015-01-24T19:00:00","42","budapest","ios","true","34"
"2300","Vác","Szob","2015-01-24T08:00:00","29","countryside","android","true","23"
"2301","Vác","Verőce","2015-01-24T16:00:00","11","countryside","ios","true","21"
"2302","Vác","Nagymaros","2015-01-24T20:00:00","16","countryside","ios","true","24"
"2303","Vác","Göd","2015-01-24T08:00:00","12","countryside","android","true","37"
"2304","Vác","Nagymaros","2015-01-24T23:00:00","20","countryside","android","true","32"
"2305","Vác","Budapest","2015-01-24T09:00:00","39","budapest","ios","true","20"
"2306","Vác","Budapest","2015-01-24T00:00:00","35","budapest","ios","true","22"
"2307","Vámosgyörk","Eger","2015-01-24T12:00:00","67","countryside","ios","false","24"
"2308","Vámosgyörk","Miskolc","2015-01-24T14:00:00","115","countryside","ios","false","25"
"2309","Várpalota","Budapest","2015-01-24T12:00:00","87","budapest","ios","false","30"
"2310","Vecsés","Budapest","2015-01-24T08:00:00","21","budapest","ios","true","32"
"2311","Vecsés","Budapest","2015-01-24T15:00:00","21","budapest","android","true","35"
"2312","Vecsés","Vecsés","2015-01-24T13:00:00","1","countryside","ios","true","28"
"2313","Vecsés","Vecsés","2015-01-24T14:00:00","1","countryside","ios","true","30"
"2314","Vecsés","Budapest","2015-01-24T01:00:00","8","budapest","ios","true","20"
"2315","Vecsés","Budapest","2015-01-24T19:00:00","8","budapest","android","true","20"
"2316","Vecsés","Budapest","2015-01-24T18:00:00","8","budapest","ios","true","35"
"2317","Vecsés","Budapest","2015-01-24T20:00:00","8","budapest","ios","true","37"
"2318","Vecsés","Budapest","2015-01-24T06:00:00","18","budapest","ios","true","29"
"2319","Vecsés","Budapest","2015-01-24T08:00:00","18","budapest","ios","true","25"
"2320","Vecsés","Budapest","2015-01-24T19:00:00","18","budapest","ios","true","28"
"2321","Vecsés","Budapest","2015-01-24T20:00:00","18","budapest","android","true","18"
"2322","Vecsés","Vecsés","2015-01-24T09:00:00","0","countryside","ios","true","31"
"2323","Vecsés","Budapest","2015-01-24T11:00:00","13","budapest","ios","true","23"
"2324","Vecsés","Budapest","2015-01-24T13:00:00","26","budapest","ios","true","22"
"2325","Vecsés","Budapest","2015-01-24T11:00:00","23","budapest","ios","true","25"
"2326","Vecsés","Budapest","2015-01-24T15:00:00","23","budapest","android","true","25"
"2327","Velence","Halásztelek","2015-01-24T20:00:00","45","countryside","ios","true","30"
"2328","Velence","Érd","2015-01-24T11:00:00","35","countryside","ios","true","36"
"2329","Velence","Budapest","2015-01-24T09:00:00","44","budapest","ios","true","29"
"2330","Velence","Székesfehérvár","2015-01-24T21:00:00","24","countryside","ios","true","22"
"2331","Velence","Székesfehérvár","2015-01-24T22:00:00","24","countryside","ios","true","24"
"2332","Velence","Várpalota","2015-01-24T08:00:00","41","countryside","ios","true","18"
"2333","Veresegyház","Budapest","2015-01-24T21:00:00","31","budapest","ios","true","29"
