"id","from","to","date","distance","countryside","device","suburban","age"
"1825","Budapest","Gyál","2015-01-24T11:00:00","17","budapest","android","true","35"
"1826","Budapest","Gyál","2015-01-24T17:00:00","17","budapest","ios","true","32"
"1827","Budapest","Gyál","2015-01-24T19:00:00","17","budapest","ios","true","34"
"1828","Budapest","Gyál","2015-01-24T23:00:00","17","budapest","android","true","31"
"1829","Budapest","Budapest","2015-01-24T14:00:00","8","budapest","ios","true","30"
"1830","Budapest","Budapest","2015-01-24T21:00:00","8","budapest","android","true","30"
"1831","Budapest","Kisújszállás","2015-01-24T14:00:00","161","budapest","ios","false","29"
"1832","Budapest","Budapest","2015-01-24T01:00:00","8","budapest","ios","true","37"
"1833","Budapest","Budapest","2015-01-24T02:00:00","8","budapest","ios","true","25"
"1834","Budapest","Budapest","2015-01-24T06:00:00","8","budapest","ios","true","20"
"1835","Budapest","Budapest","2015-01-24T13:00:00","8","budapest","ios","true","27"
"1836","Budapest","Budapest","2015-01-24T05:00:00","10","budapest","ios","true","36"
"1837","Budapest","Budapest","2015-01-24T08:00:00","10","budapest","android","true","25"
"1838","Budapest","Budapest","2015-01-24T15:00:00","10","budapest","ios","true","26"
"1839","Budapest","Budapest","2015-01-24T16:00:00","10","budapest","ios","true","31"
"1840","Budapest","Budapest","2015-01-24T20:00:00","10","budapest","ios","true","20"
"1841","Budapest","Budapest","2015-01-24T17:00:00","10","budapest","ios","true","23"
"1842","Budapest","Lajosmizse","2015-01-24T11:00:00","80","budapest","ios","false","26"
"1843","Budapest","Monor","2015-01-24T04:00:00","39","budapest","ios","true","35"
"1844","Budapest","Monor","2015-01-24T09:00:00","39","budapest","ios","true","37"
"1845","Budapest","Monor","2015-01-24T15:00:00","39","budapest","ios","true","24"
"1846","Budapest","Monor","2015-01-24T18:00:00","39","budapest","android","true","34"
"1847","Budapest","Monor","2015-01-24T21:00:00","39","budapest","android","true","37"
"1848","Budapest","Monor","2015-01-24T22:00:00","39","budapest","ios","true","37"
"1849","Budapest","Monorierdő","2015-01-24T06:00:00","44","budapest","android","true","19"
"1850","Budapest","Visegrád","2015-01-24T18:00:00","59","budapest","ios","false","34"
"1851","Budapest","Nagymaros","2015-01-24T14:00:00","58","budapest","ios","false","34"
"1852","Budapest","Gyál","2015-01-24T14:00:00","17","budapest","ios","true","24"
"1853","Budapest","Gyál","2015-01-24T05:00:00","15","budapest","ios","true","18"
"1854","Budapest","Vecsés","2015-01-24T17:00:00","18","budapest","android","true","22"
"1855","Budapest","Vecsés","2015-01-24T22:00:00","18","budapest","ios","true","27"
"1856","Budapest","Péteri","2015-01-24T19:00:00","34","budapest","ios","true","23"
"1857","Budapest","Pilis","2015-01-24T12:00:00","58","budapest","ios","false","26"
"1858","Budapest","Pilis","2015-01-24T17:00:00","58","budapest","ios","false","27"
"1859","Budapest","Dunakeszi","2015-01-24T16:00:00","9","budapest","ios","true","26"
"1860","Budapest","Dunakeszi","2015-01-24T19:00:00","9","budapest","ios","true","34"
"1861","Budapest","Szeged","2015-01-24T09:00:00","166","budapest","ios","false","32"
"1862","Budapest","Vecsés","2015-01-24T20:00:00","17","budapest","ios","true","23"
"1863","Budapest","Szob","2015-01-24T14:00:00","72","budapest","ios","false","32"
"1864","Budapest","Szolnok","2015-01-24T17:00:00","105","budapest","ios","false","30"
"1865","Budapest","Szolnok","2015-01-24T22:00:00","105","budapest","ios","false","21"
"1866","Budapest","Törökszentmiklós","2015-01-24T09:00:00","137","budapest","ios","false","23"
"1867","Budapest","Üllő","2015-01-24T02:00:00","31","budapest","ios","true","31"
"1868","Budapest","Üllő","2015-01-24T13:00:00","31","budapest","ios","true","21"
"1869","Budapest","Üllő","2015-01-24T20:00:00","31","budapest","ios","true","33"
"1870","Budapest","Vác","2015-01-24T06:00:00","41","budapest","ios","true","26"
"1871","Budapest","Vác","2015-01-24T08:00:00","41","budapest","ios","true","35"
"1872","Budapest","Vác","2015-01-24T14:00:00","41","budapest","ios","true","32"
"1873","Budapest","Vác","2015-01-24T20:00:00","41","budapest","ios","true","25"
"1874","Budapest","Vác","2015-01-24T21:00:00","41","budapest","ios","true","31"
"1875","Budapest","Vác","2015-01-24T22:00:00","41","budapest","ios","true","20"
"1876","Budapest","Vác","2015-01-24T18:00:00","39","budapest","android","true","20"
"1877","Budapest","Vecsés","2015-01-24T10:00:00","18","budapest","ios","true","32"
"1878","Budapest","Vecsés","2015-01-24T11:00:00","18","budapest","ios","true","25"
"1879","Budapest","Vecsés","2015-01-24T18:00:00","18","budapest","ios","true","19"
"1880","Budapest","Veresegyház","2015-01-24T12:00:00","34","budapest","ios","true","25"
"1881","Budapest","Budapest","2015-01-24T20:00:00","5","budapest","ios","true","25"
"1882","Budapest","Budapest","2015-01-24T21:00:00","5","budapest","ios","true","23"
"1883","Ócsa","Budapest","2015-01-24T20:00:00","35","budapest","ios","true","25"
"1884","Vámosújfalu","Sárospatak","2015-01-24T18:00:00","14","countryside","ios","true","22"
"1885","Felsőpakony","Szeged","2015-01-24T16:00:00","65","countryside","ios","false","30"
"1886","Oroszlány","Budapest","2015-01-24T10:00:00","79","budapest","ios","false","30"
"1887","Oroszlány","Budapest","2015-01-24T12:00:00","79","budapest","ios","false","28"
"1888","Ózd","Rédics","2015-01-24T21:00:00","427","countryside","android","false","20"
"1889","Budapest","Budapest","2015-01-24T17:00:00","9","budapest","ios","true","33"
"1890","Budapest","Budapest","2015-01-24T22:00:00","9","budapest","ios","true","22"
"1891","Budapest","Celldömölk","2015-01-24T22:00:00","195","budapest","android","false","37"
"1892","Budapest","Győr","2015-01-24T10:00:00","125","budapest","ios","false","26"
"1893","Budapest","Győr","2015-01-24T11:00:00","125","budapest","ios","false","28"
"1894","Budapest","Zalaegerszeg","2015-01-24T20:00:00","230","budapest","ios","false","28"
"1895","Piliscsaba","Budapest","2015-01-24T12:00:00","22","budapest","ios","true","33"
"1896","Pécel","Budapest","2015-01-24T07:00:00","35","budapest","ios","true","19"
"1897","Pécel","Budapest","2015-01-24T15:00:00","35","budapest","ios","true","26"
"1898","Pécel","Hatvan","2015-01-24T13:00:00","50","countryside","ios","false","33"
"1899","Pécel","Budapest","2015-01-24T07:00:00","23","budapest","ios","true","24"
"1900","Pécel","Budapest","2015-01-24T10:00:00","23","budapest","ios","true","26"
"1901","Pécel","Budapest","2015-01-24T13:00:00","23","budapest","android","true","20"
"1902","Pécel","Budapest","2015-01-24T21:00:00","23","budapest","ios","true","27"
"1903","Pécel","Nagytarcsa","2015-01-24T21:00:00","7","countryside","ios","true","37"
"1904","Som","Budapest","2015-01-24T09:00:00","204","budapest","ios","false","21"
"1905","Som","Budapest","2015-01-24T10:00:00","204","budapest","ios","false","36"
"1906","Som","Dombóvár","2015-01-24T19:00:00","47","countryside","ios","true","38"
"1907","Som","Gyula","2015-01-24T16:00:00","312","countryside","ios","false","24"
"1908","Som","Budapest","2015-01-24T12:00:00","200","budapest","ios","false","34"
"1909","Som","Budapest","2015-01-24T12:00:00","203","budapest","ios","false","25"
"1910","Som","Sopron","2015-01-24T12:00:00","394","countryside","android","false","21"
"1911","Som","Szentlőrinc","2015-01-24T04:00:00","21","countryside","ios","true","23"
"1912","Gyál","Budapest","2015-01-24T11:00:00","16","budapest","ios","true","33"
"1913","Gyál","Budapest","2015-01-24T11:00:00","12","budapest","ios","true","24"
"1914","Gyál","Budapest","2015-01-24T13:00:00","12","budapest","ios","true","32"
"1915","Gyál","Budapest","2015-01-24T10:00:00","17","budapest","ios","true","27"
"1916","Gyál","Budapest","2015-01-24T11:00:00","17","budapest","ios","true","21"
"1917","Gyál","Budapest","2015-01-24T15:00:00","17","budapest","android","true","30"
"1918","Gyál","Budapest","2015-01-24T18:00:00","17","budapest","ios","true","28"
"1919","Gyál","Budapest","2015-01-24T19:00:00","16","budapest","android","true","26"
"1920","Gyál","Gyál","2015-01-24T04:00:00","2","countryside","ios","true","34"
"1921","Gyál","Budapest","2015-01-24T11:00:00","11","budapest","ios","true","35"
"1922","Gyál","Budapest","2015-01-24T13:00:00","15","budapest","android","true","29"
"1923","Gyál","Budapest","2015-01-24T20:00:00","15","budapest","ios","true","31"
"1924","Vecsés","Budapest","2015-01-24T07:00:00","18","budapest","ios","true","29"
"1925","Vecsés","Budapest","2015-01-24T11:00:00","18","budapest","android","true","19"
"1926","Vecsés","Budapest","2015-01-24T15:00:00","18","budapest","ios","true","19"
"1927","Vecsés","Budapest","2015-01-24T17:00:00","18","budapest","ios","true","38"
"1928","Vecsés","Budapest","2015-01-24T11:00:00","13","budapest","ios","true","22"
"1929","Vecsés","Budapest","2015-01-24T13:00:00","13","budapest","android","true","19"
"1930","Petőháza","Győr","2015-01-24T09:00:00","64","countryside","ios","false","28"
"1931","Petőháza","Kapuvár","2015-01-24T08:00:00","14","countryside","android","true","22"
"1932","Pilis","Budapest","2015-01-24T18:00:00","60","budapest","ios","false","25"
"1933","Pilis","Budapest","2015-01-24T20:00:00","60","budapest","android","false","29"
"1934","Pilis","Budapest","2015-01-24T08:00:00","52","budapest","ios","false","23"
"1935","Pilis","Budapest","2015-01-24T10:00:00","52","budapest","ios","false","21"
"1936","Pilis","Monor","2015-01-24T01:00:00","12","countryside","ios","true","23"
"1937","Pilis","Budapest","2015-01-24T06:00:00","57","budapest","ios","false","35"
"1938","Pilis","Budapest","2015-01-24T09:00:00","57","budapest","android","false","32"
"1939","Pilis","Budapest","2015-01-24T16:00:00","56","budapest","ios","false","37"
"1940","Piliscsaba","Budapest","2015-01-24T01:00:00","24","budapest","ios","true","37"
"1941","Piliscsaba","Tokodaltáró","2015-01-24T12:00:00","18","countryside","android","true","23"
"1942","Pirtó","Baja","2015-01-24T16:00:00","71","countryside","ios","false","33"
"1943","Mezőszentgyörgy","Székesfehérvár","2015-01-24T12:00:00","28","countryside","ios","true","33"
"1944","Pusztaszabolcs","Budapest","2015-01-24T07:00:00","57","budapest","ios","false","20"
"1945","Pusztaszabolcs","Sárosd","2015-01-24T20:00:00","19","countryside","ios","true","21"
"1946","Pusztaszabolcs","Székesfehérvár","2015-01-24T19:00:00","41","countryside","ios","true","34"
"1947","Püspökladány","Debrecen","2015-01-24T12:00:00","56","countryside","android","false","21"
"1948","Püspökladány","Debrecen","2015-01-24T16:00:00","56","countryside","android","false","34"
"1949","Püspökladány","Debrecen","2015-01-24T22:00:00","56","countryside","ios","false","28"
"1950","Püspökladány","Karcag","2015-01-24T01:00:00","16","countryside","ios","true","31"
"1951","Püspökladány","Karcag","2015-01-24T22:00:00","16","countryside","android","true","36"
"1952","Püspökladány","Nyíregyháza","2015-01-24T19:00:00","103","countryside","ios","false","24"
"1953","Püspökladány","Budapest","2015-01-24T15:00:00","189","budapest","ios","false","36"
"1954","Püspökladány","Szeged","2015-01-24T00:00:00","233","countryside","ios","false","19"
"1955","Püspökladány","Szolnok","2015-01-24T06:00:00","89","countryside","ios","false","23"
"1956","Püspökladány","Szolnok","2015-01-24T07:00:00","89","countryside","ios","false","22"
"1957","Püspökladány","Budapest","2015-01-24T22:00:00","188","budapest","ios","false","18"
"1958","Püspökmolnári","Táplánszentkereszt","2015-01-24T18:00:00","20","countryside","ios","true","36"
"1959","Csömör","Isaszeg","2015-01-24T23:00:00","26","countryside","ios","true","31"
"1960","Csömör","Szolnok","2015-01-24T06:00:00","94","countryside","ios","false","31"
"1961","Nagytarcsa","Galgahévíz","2015-01-24T10:00:00","38","countryside","ios","true","37"
"1962","Nagytarcsa","Budapest","2015-01-24T10:00:00","17","budapest","ios","true","36"
"1963","Nagytarcsa","Budapest","2015-01-24T11:00:00","17","budapest","ios","true","31"
"1964","Nagytarcsa","Budapest","2015-01-24T12:00:00","17","budapest","ios","true","29"
"1965","Nagytarcsa","Budapest","2015-01-24T14:00:00","12","budapest","ios","true","26"
"1966","Nagytarcsa","Budapest","2015-01-24T08:00:00","17","budapest","ios","true","27"
"1967","Nagytarcsa","Budapest","2015-01-24T18:00:00","17","budapest","ios","true","35"
"1968","Ecser","Ecser","2015-01-24T18:00:00","7","countryside","ios","true","28"
"1969","Ecser","Gyömrő","2015-01-24T09:00:00","16","countryside","ios","true","37"
"1970","Ecser","Budapest","2015-01-24T11:00:00","15","budapest","ios","true","28"
"1971","Ecser","Budapest","2015-01-24T17:00:00","15","budapest","ios","true","28"
"1972","Ecser","Budapest","2015-01-24T12:00:00","15","budapest","ios","true","37"
"1973","Ecser","Budapest","2015-01-24T12:00:00","19","budapest","ios","true","24"
"1974","Ecser","Budapest","2015-01-24T23:00:00","19","budapest","ios","true","33"
"1975","Ecser","Tata","2015-01-24T16:00:00","108","countryside","ios","false","31"
"1976","Nagytarcsa","Isaszeg","2015-01-24T12:00:00","20","countryside","ios","true","25"
"1977","Nagytarcsa","Isaszeg","2015-01-24T19:00:00","20","countryside","ios","true","34"
"1978","Nagytarcsa","Budapest","2015-01-24T06:00:00","15","budapest","ios","true","24"
"1979","Nagytarcsa","Budapest","2015-01-24T10:00:00","15","budapest","android","true","28"
"1980","Nagytarcsa","Budapest","2015-01-24T13:00:00","15","budapest","android","true","28"
"1981","Nagytarcsa","Budapest","2015-01-24T14:00:00","15","budapest","ios","true","31"
"1982","Nagytarcsa","Budapest","2015-01-24T15:00:00","15","budapest","ios","true","21"
"1983","Nagytarcsa","Budapest","2015-01-24T20:00:00","15","budapest","android","true","23"
"1984","Dunakeszi","Budapest","2015-01-24T18:00:00","11","budapest","ios","true","27"
"1985","Dunakeszi","Budapest","2015-01-24T23:00:00","11","budapest","ios","true","26"
"1986","Dunakeszi","Dunakeszi","2015-01-24T14:00:00","2","countryside","android","true","30"
"1987","Dunakeszi","Dunakeszi","2015-01-24T06:00:00","11","countryside","ios","true","20"
"1988","Dunakeszi","Fót","2015-01-24T14:00:00","11","countryside","android","true","27"
"1989","Dunakeszi","Göd","2015-01-24T16:00:00","22","countryside","android","true","31"
"1990","Dunakeszi","Budapest","2015-01-24T14:00:00","17","budapest","ios","true","32"
"1991","Dunakeszi","Budapest","2015-01-24T06:00:00","9","budapest","android","true","19"
"1992","Dunakeszi","Budapest","2015-01-24T22:00:00","9","budapest","ios","true","31"
"1993","Dunakeszi","Budapest","2015-01-24T13:00:00","9","budapest","ios","true","27"
"1994","Dunakeszi","Budapest","2015-01-24T08:00:00","7","budapest","ios","true","20"
"1995","Dunakeszi","Vác","2015-01-24T22:00:00","34","countryside","ios","true","19"
"1996","Dunakeszi","Vác","2015-01-24T15:00:00","31","countryside","ios","true","26"
"1997","Dunakeszi","Veresegyház","2015-01-24T20:00:00","28","countryside","ios","true","18"
"1998","Dunakeszi","Budapest","2015-01-24T14:00:00","9","budapest","ios","true","27"
"1999","Budapest","Dunakeszi","2015-01-24T19:00:00","16","budapest","ios","true","27"
"2000","Budapest","Göd","2015-01-24T20:00:00","27","budapest","android","true","28"
"2001","Rátót","Szentgotthárd","2015-01-24T15:00:00","97","countryside","ios","false","27"
"2002","Répcelak","Szombathely","2015-01-24T11:00:00","38","countryside","ios","true","38"
"2003","Répcelak","Szombathely","2015-01-24T18:00:00","38","countryside","ios","true","34"
"2004","Salgótarján","Budapest","2015-01-24T09:00:00","108","budapest","ios","false","25"
"2005","Sárbogárd","Budapest","2015-01-24T16:00:00","94","budapest","ios","false","22"
"2006","Sárospatak","Debrecen","2015-01-24T16:00:00","110","countryside","ios","false","24"
"2007","Sárvár","Budapest","2015-01-24T13:00:00","211","budapest","ios","false","19"
"2008","Sárvár","Budapest","2015-01-24T12:00:00","214","budapest","ios","false","36"
"2009","Sárvár","Celldömölk","2015-01-24T10:00:00","22","countryside","ios","true","35"
"2010","Sárvár","Celldömölk","2015-01-24T11:00:00","22","countryside","ios","true","19"
"2011","Sárvár","Szombathely","2015-01-24T14:00:00","25","countryside","ios","true","34"
"2012","Sárvár","Szombathely","2015-01-24T16:00:00","25","countryside","ios","true","29"
"2013","Sárvár","Szombathely","2015-01-24T18:00:00","25","countryside","ios","true","20"
"2014","Sárvár","Szombathely","2015-01-24T20:00:00","25","countryside","ios","true","27"
"2015","Sárvár","Tapolca","2015-01-24T02:00:00","60","countryside","ios","false","21"
"2016","Simontornya","Dunaújváros","2015-01-24T01:00:00","51","countryside","ios","false","25"
"2017","Siófok","Balatonboglár","2015-01-24T15:00:00","38","countryside","ios","true","31"
"2018","Siófok","Balatonvilágos","2015-01-24T22:00:00","9","countryside","ios","true","21"
"2019","Siófok","Budapest","2015-01-24T09:00:00","111","budapest","ios","false","36"
"2020","Siófok","Budapest","2015-01-24T23:00:00","108","budapest","ios","false","37"
"2021","Siófok","Budapest","2015-01-24T09:00:00","111","budapest","ios","false","29"
"2022","Siófok","Budapest","2015-01-24T08:00:00","104","budapest","ios","false","22"
"2023","Siófok","Budapest","2015-01-24T10:00:00","104","budapest","ios","false","20"
"2024","Siófok","Budapest","2015-01-24T17:00:00","116","budapest","ios","false","28"
"2025","Siófok","Székesfehérvár","2015-01-24T11:00:00","54","countryside","ios","false","21"
"2026","Siófok","Székesfehérvár","2015-01-24T14:00:00","54","countryside","ios","false","31"
"2027","Soltvadkert","Baja","2015-01-24T16:00:00","65","countryside","android","false","35"
"2028","Somoskőújfalu","Budapest","2015-01-24T09:00:00","119","budapest","ios","false","35"
"2029","Sopron","Budapest","2015-01-24T14:00:00","212","budapest","android","false","28"
"2030","Sopron","Budapest","2015-01-24T08:00:00","212","budapest","ios","false","25"
"2031","Sopron","Budapest","2015-01-24T14:00:00","212","budapest","ios","false","22"
"2032","Sopron","Budapest","2015-01-24T16:00:00","212","budapest","ios","false","31"
"2033","Sopron","Budapest","2015-01-24T05:00:00","209","budapest","android","false","27"
"2034","Sopron","Fertőd","2015-01-24T21:00:00","26","countryside","ios","true","28"
"2035","Sopron","Győr","2015-01-24T11:00:00","91","countryside","ios","false","20"
"2036","Sopron","Győr","2015-01-24T14:00:00","91","countryside","ios","false","28"
"2037","Sopron","Hegyeshalom","2015-01-24T21:00:00","102","countryside","android","false","29"
"2038","Sopron","Budapest","2015-01-24T18:00:00","206","budapest","ios","false","33"
"2039","Sopron","Som","2015-01-24T11:00:00","391","countryside","ios","false","20"
"2040","Sopronkövesd","Sopron","2015-01-24T13:00:00","21","countryside","ios","true","25"
"2041","Dunaharaszti","Budapest","2015-01-24T10:00:00","11","budapest","ios","true","28"
"2042","Nyíregyháza","Debrecen","2015-01-24T22:00:00","61","countryside","ios","false","27"
"2043","Sülysáp","Ecser","2015-01-24T13:00:00","24","countryside","ios","true","26"
"2044","Sülysáp","Budapest","2015-01-24T05:00:00","37","budapest","ios","true","36"
"2045","Sülysáp","Nagykáta","2015-01-24T00:00:00","19","countryside","ios","true","31"
"2046","Sülysáp","Nagykáta","2015-01-24T23:00:00","19","countryside","ios","true","26"
"2047","Szabadbattyán","Kápolnásnyék","2015-01-24T10:00:00","36","countryside","ios","true","21"
"2048","Szabadbattyán","Kápolnásnyék","2015-01-24T15:00:00","36","countryside","ios","true","36"
"2049","Szabadbattyán","Kápolnásnyék","2015-01-24T16:00:00","36","countryside","ios","true","35"
"2050","Szajol","Budapest","2015-01-24T09:00:00","116","budapest","ios","false","22"
"2051","Szajol","Budapest","2015-01-24T12:00:00","116","budapest","ios","false","38"
"2052","Szár","Debrecen","2015-01-24T17:00:00","285","countryside","ios","false","32"
"2053","Százhalombatta","Budapest","2015-01-24T14:00:00","31","budapest","ios","true","31"
"2054","Százhalombatta","Budapest","2015-01-24T04:00:00","29","budapest","ios","true","33"
"2055","Százhalombatta","Halásztelek","2015-01-24T16:00:00","19","countryside","android","true","36"
"2056","Százhalombatta","Budapest","2015-01-24T01:00:00","31","budapest","ios","true","28"
"2057","Százhalombatta","Budapest","2015-01-24T12:00:00","31","budapest","ios","true","20"
"2058","Százhalombatta","Budapest","2015-01-24T17:00:00","31","budapest","ios","true","35"
"2059","Százhalombatta","Érd","2015-01-24T12:00:00","11","countryside","ios","true","19"
"2060","Százhalombatta","Érd","2015-01-24T12:00:00","11","countryside","ios","true","20"
"2061","Százhalombatta","Kaposvár","2015-01-24T15:00:00","182","countryside","ios","false","23"
"2062","Százhalombatta","Budapest","2015-01-24T06:00:00","29","budapest","android","true","23"
"2063","Százhalombatta","Budapest","2015-01-24T08:00:00","29","budapest","android","true","33"
"2064","Szeged","Békéscsaba","2015-01-24T10:00:00","108","countryside","ios","false","35"
"2065","Szeged","Csorvás","2015-01-24T13:00:00","71","countryside","ios","false","30"
"2066","Szeged","Kunszentmárton","2015-01-24T11:00:00","80","countryside","ios","false","26"
"2067","Szeged","Kunszentmárton","2015-01-24T17:00:00","80","countryside","ios","false","32"
"2068","Szeged","Budapest","2015-01-24T10:00:00","166","budapest","ios","false","28"
"2069","Szeged","Budapest","2015-01-24T21:00:00","166","budapest","ios","false","20"
"2070","Szeged","Budapest","2015-01-24T19:00:00","169","budapest","ios","false","19"
"2071","Szeged","Budapest","2015-01-24T22:00:00","169","budapest","ios","false","20"
"2072","Szeged","Gyula","2015-01-24T12:00:00","125","countryside","ios","false","26"
"2073","Szeged","Budapest","2015-01-24T07:00:00","166","budapest","ios","false","30"
"2074","Szeged","Budapest","2015-01-24T11:00:00","166","budapest","ios","false","20"
"2075","Szeged","Szolnok","2015-01-24T17:00:00","125","countryside","android","false","30"
"2076","Székesfehérvár","Balatonalmádi","2015-01-24T09:00:00","65","countryside","ios","false","19"
"2077","Székesfehérvár","Balatonalmádi","2015-01-24T10:00:00","65","countryside","ios","false","29"
"2078","Székesfehérvár","Balatonfüred","2015-01-24T13:00:00","58","countryside","ios","false","21"
"2079","Székesfehérvár","Balatonlelle","2015-01-24T13:00:00","86","countryside","ios","false","32"
"2080","Székesfehérvár","Balatonlelle","2015-01-24T14:00:00","86","countryside","android","false","33"
"2081","Székesfehérvár","Balatonszemes","2015-01-24T16:00:00","82","countryside","ios","false","36"
"2082","Székesfehérvár","Budapest","2015-01-24T06:00:00","67","budapest","ios","false","31"
"2083","Székesfehérvár","Budapest","2015-01-24T14:00:00","67","budapest","ios","false","18"
"2084","Székesfehérvár","Budapest","2015-01-24T18:00:00","70","budapest","android","false","22"
"2085","Székesfehérvár","Budapest","2015-01-24T14:00:00","67","budapest","android","false","37"
"2086","Székesfehérvár","Budapest","2015-01-24T17:00:00","67","budapest","android","false","27"
"2087","Székesfehérvár","Budapest","2015-01-24T20:00:00","67","budapest","android","false","26"
"2088","Székesfehérvár","Budapest","2015-01-24T09:00:00","70","budapest","ios","false","34"
"2089","Székesfehérvár","Budapest","2015-01-24T10:00:00","70","budapest","ios","false","31"
"2090","Székesfehérvár","Budapest","2015-01-24T11:00:00","70","budapest","ios","false","27"
"2091","Székesfehérvár","Budapest","2015-01-24T12:00:00","70","budapest","android","false","28"
"2092","Székesfehérvár","Budapest","2015-01-24T17:00:00","70","budapest","ios","false","31"
"2093","Székesfehérvár","Halásztelek","2015-01-24T12:00:00","65","countryside","ios","false","21"
"2094","Székesfehérvár","Budapest","2015-01-24T16:00:00","67","budapest","ios","false","31"
"2095","Székesfehérvár","Budapest","2015-01-24T17:00:00","67","budapest","android","false","23"
"2096","Székesfehérvár","Budapest","2015-01-24T17:00:00","67","budapest","ios","false","37"
"2097","Székesfehérvár","Fonyód","2015-01-24T09:00:00","104","countryside","android","false","18"
"2098","Székesfehérvár","Fonyód","2015-01-24T21:00:00","104","countryside","ios","false","20"
"2099","Székesfehérvár","Gárdony","2015-01-24T04:00:00","20","countryside","ios","true","25"
"2100","Székesfehérvár","Kápolnásnyék","2015-01-24T16:00:00","33","countryside","android","true","25"
"2101","Székesfehérvár","Kaposvár","2015-01-24T21:00:00","134","countryside","ios","false","23"
"2102","Székesfehérvár","Budapest","2015-01-24T06:00:00","64","budapest","android","false","25"
"2103","Székesfehérvár","Budapest","2015-01-24T07:00:00","64","budapest","ios","false","19"
"2104","Székesfehérvár","Budapest","2015-01-24T10:00:00","64","budapest","ios","false","30"
"2105","Székesfehérvár","Budapest","2015-01-24T20:00:00","64","budapest","android","false","24"
"2106","Székesfehérvár","Budapest","2015-01-24T21:00:00","64","budapest","ios","false","20"
"2107","Székesfehérvár","Budapest","2015-01-24T22:00:00","64","budapest","ios","false","25"
"2108","Székesfehérvár","Budapest","2015-01-24T08:00:00","75","budapest","ios","false","34"
"2109","Székesfehérvár","Budapest","2015-01-24T13:00:00","75","budapest","ios","false","36"
"2110","Székesfehérvár","Tapolca","2015-01-24T12:00:00","91","countryside","ios","false","21"
"2111","Székesfehérvár","Várpalota","2015-01-24T09:00:00","18","countryside","ios","true","20"
"2112","Székesfehérvár","Várpalota","2015-01-24T10:00:00","18","countryside","ios","true","24"
"2113","Székesfehérvár","Várpalota","2015-01-24T20:00:00","18","countryside","ios","true","35"
"2114","Székesfehérvár","Veszprém","2015-01-24T14:00:00","43","countryside","ios","true","28"
"2115","Székesfehérvár","Batyk","2015-01-24T11:00:00","171","countryside","ios","false","31"
"2116","Székesfehérvár","Polgárdi","2015-01-24T15:00:00","24","countryside","ios","true","20"
"2117","Székesfehérvár","Polgárdi","2015-01-24T16:00:00","24","countryside","ios","true","30"
"2118","Székesfehérvár","Polgárdi","2015-01-24T17:00:00","24","countryside","ios","true","29"
"2119","Szekszárd","Decs","2015-01-24T13:00:00","21","countryside","ios","true","22"
"2120","Szekszárd","Tolna","2015-01-24T07:00:00","7","countryside","android","true","27"
"2121","Szekszárd","Tolna","2015-01-24T08:00:00","7","countryside","ios","true","27"
"2122","Szekszárd","Tolna","2015-01-24T15:00:00","7","countryside","ios","true","24"
"2123","Vecsés","Budapest","2015-01-24T13:00:00","17","budapest","ios","true","18"
"2124","Vecsés","Budapest","2015-01-24T10:00:00","7","budapest","ios","true","19"
"2125","Vecsés","Budapest","2015-01-24T13:00:00","17","budapest","ios","true","28"
"2126","Vecsés","Budapest","2015-01-24T06:00:00","16","budapest","ios","true","29"
"2127","Vecsés","Budapest","2015-01-24T20:00:00","16","budapest","ios","true","29"
"2128","Szentes","Budapest","2015-01-24T11:00:00","159","budapest","ios","false","22"
"2129","Szentgotthárd","Budapest","2015-01-24T19:00:00","216","budapest","ios","false","26"
"2130","Szentgotthárd","Budapest","2015-01-24T20:00:00","216","budapest","android","false","31"
"2131","Szentgotthárd","Budapest","2015-01-24T22:00:00","209","budapest","ios","false","25"
"2132","Szentgotthárd","Körmend","2015-01-24T17:00:00","83","countryside","ios","false","29"
"2133","Szerecseny","Győr","2015-01-24T17:00:00","32","countryside","ios","true","35"
"2134","Szerecseny","Győr","2015-01-24T19:00:00","32","countryside","android","true","25"
"2135","Szerencs","Vecsés","2015-01-24T15:00:00","218","countryside","android","false","24"
"2136","Szerencs","Budapest","2015-01-24T13:00:00","208","budapest","ios","false","21"
"2137","Szerencs","Miskolc","2015-01-24T11:00:00","34","countryside","ios","true","30"
"2138","Szerencs","Sárospatak","2015-01-24T18:00:00","38","countryside","ios","true","23"
"2139","Szerencs","Taktaharkány","2015-01-24T04:00:00","12","countryside","ios","true","29"
"2140","Szerencs","Tarcal","2015-01-24T11:00:00","14","countryside","ios","true","34"
"2141","Szigetvár","Budapest","2015-01-24T14:00:00","264","budapest","ios","false","18"
"2142","Szigetvár","Budapest","2015-01-24T11:00:00","263","budapest","ios","false","31"
"2143","Szigetvár","Budapest","2015-01-24T12:00:00","263","budapest","ios","false","23"
"2144","Szob","Budapest","2015-01-24T13:00:00","72","budapest","ios","false","35"
"2145","Szob","Vác","2015-01-24T08:00:00","29","countryside","ios","true","37"
"2146","Szob","Vác","2015-01-24T09:00:00","29","countryside","android","true","33"
"2147","Szolnok","Budapest","2015-01-24T00:00:00","105","budapest","ios","false","19"
"2148","Szolnok","Budapest","2015-01-24T15:00:00","105","budapest","ios","false","19"
"2149","Szolnok","Budapest","2015-01-24T03:00:00","107","budapest","ios","false","18"
